ride_id,user_type,bike_type,start_station_id,end_station_id,started_at,ended_at,month,weekday,ride_duration,start_station,end_station,start_lat,start_lng,end_lat,end_lng,distance,start_geo_point,end_geo_point,ride_path,ride_type
42B875AA3C64CD86,casual,electric_bike,,13154,22/07/2022 16:34:58,22/07/2022 16:47:44,July,Friday,12,,Sheffield Ave & Kingsbury St,41.9,-87.63,41.910522,-87.653106,2241.724954,POINT(-87.63 41.9),POINT(-87.653106 41.910522),"LINESTRING(-87.63 41.9, -87.653106 41.910522)",oneway_trip
5B29FCE1C8000CB1,member,electric_bike,,13154,28/08/2022 16:38:24,28/08/2022 16:51:31,August,Sunday,13,,Sheffield Ave & Kingsbury St,41.93,-87.64,41.910522,-87.653106,2422.142464,POINT(-87.64 41.93),POINT(-87.653106 41.910522),"LINESTRING(-87.64 41.93, -87.653106 41.910522)",oneway_trip
18B0362665271D47,member,electric_bike,,13154,24/09/2022 20:36:11,24/09/2022 20:58:28,September,Saturday,22,,Sheffield Ave & Kingsbury St,41.91,-87.67,41.910522,-87.653106,1399.191359,POINT(-87.67 41.91),POINT(-87.653106 41.910522),"LINESTRING(-87.67 41.91, -87.653106 41.910522)",oneway_trip
4D7627F82E4C2589,member,electric_bike,,13154,20/08/2022 08:32:10,20/08/2022 08:46:53,August,Saturday,14,,Sheffield Ave & Kingsbury St,41.94,-87.67,41.910522,-87.653106,3563.352608,POINT(-87.67 41.94),POINT(-87.653106 41.910522),"LINESTRING(-87.67 41.94, -87.653106 41.910522)",oneway_trip
055B43035B38D14E,member,electric_bike,,13154,26/06/2022 18:58:53,26/06/2022 19:01:08,June,Sunday,2,,Sheffield Ave & Kingsbury St,41.92,-87.65,41.910522,-87.653106,1084.790679,POINT(-87.65 41.92),POINT(-87.653106 41.910522),"LINESTRING(-87.65 41.92, -87.653106 41.910522)",oneway_trip
4F05391ABAA7B7D4,casual,electric_bike,,13154,03/09/2022 11:59:52,03/09/2022 12:13:55,September,Saturday,14,,Sheffield Ave & Kingsbury St,41.94,-87.66,41.910522,-87.653106,3327.060227,POINT(-87.66 41.94),POINT(-87.653106 41.910522),"LINESTRING(-87.66 41.94, -87.653106 41.910522)",oneway_trip
A192AF0FC979A47C,casual,electric_bike,,13154,01/02/2023 14:05:11,01/02/2023 14:16:00,February,Wednesday,10,,Sheffield Ave & Kingsbury St,41.93,-87.68,41.910522,-87.653106,3105.189807,POINT(-87.68 41.93),POINT(-87.653106 41.910522),"LINESTRING(-87.68 41.93, -87.653106 41.910522)",oneway_trip
4606D4D5982678D3,member,electric_bike,,13154,07/09/2022 09:07:06,07/09/2022 09:20:27,September,Wednesday,13,,Sheffield Ave & Kingsbury St,41.93,-87.64,41.910522,-87.653106,2422.142464,POINT(-87.64 41.93),POINT(-87.653106 41.910522),"LINESTRING(-87.64 41.93, -87.653106 41.910522)",oneway_trip
0C174DE72DD02580,member,electric_bike,,13154,14/01/2023 07:05:38,14/01/2023 07:09:27,January,Saturday,3,,Sheffield Ave & Kingsbury St,41.91,-87.64,41.910522,-87.653106,1086.080157,POINT(-87.64 41.91),POINT(-87.653106 41.910522),"LINESTRING(-87.64 41.91, -87.653106 41.910522)",oneway_trip
181F67616349C0C8,member,electric_bike,,13154,29/04/2023 15:03:43,29/04/2023 15:20:09,April,Saturday,16,,Sheffield Ave & Kingsbury St,41.92,-87.65,41.910522,-87.653106,1084.790679,POINT(-87.65 41.92),POINT(-87.653106 41.910522),"LINESTRING(-87.65 41.92, -87.653106 41.910522)",oneway_trip
60300BB34C3A87EA,casual,electric_bike,,13154,04/02/2023 18:10:02,04/02/2023 18:15:59,February,Saturday,5,,Sheffield Ave & Kingsbury St,41.91,-87.63,41.910522,-87.653106,1912.913805,POINT(-87.63 41.91),POINT(-87.653106 41.910522),"LINESTRING(-87.63 41.91, -87.653106 41.910522)",oneway_trip
E8F20C1C6D7045B5,member,electric_bike,,13154,18/08/2022 06:37:19,18/08/2022 06:46:41,August,Thursday,9,,Sheffield Ave & Kingsbury St,41.9,-87.68,41.910522,-87.653106,2514.453785,POINT(-87.68 41.9),POINT(-87.653106 41.910522),"LINESTRING(-87.68 41.9, -87.653106 41.910522)",oneway_trip
3087A31CE66D6AE5,casual,electric_bike,,13154,14/02/2023 08:33:10,14/02/2023 08:42:39,February,Tuesday,9,,Sheffield Ave & Kingsbury St,41.93,-87.68,41.910522,-87.653106,3105.189807,POINT(-87.68 41.93),POINT(-87.653106 41.910522),"LINESTRING(-87.68 41.93, -87.653106 41.910522)",oneway_trip
09DD5DB538981EF3,casual,electric_bike,,13154,19/12/2022 08:13:09,19/12/2022 08:19:06,December,Monday,5,,Sheffield Ave & Kingsbury St,41.92,-87.67,41.910522,-87.653106,1750.651739,POINT(-87.67 41.92),POINT(-87.653106 41.910522),"LINESTRING(-87.67 41.92, -87.653106 41.910522)",oneway_trip
326E8832F6461014,member,electric_bike,,13154,29/04/2023 01:19:12,29/04/2023 01:28:57,April,Saturday,9,,Sheffield Ave & Kingsbury St,41.92,-87.69,41.910522,-87.653106,3229.558745,POINT(-87.69 41.92),POINT(-87.653106 41.910522),"LINESTRING(-87.69 41.92, -87.653106 41.910522)",oneway_trip
10535714CB2DDCF8,casual,electric_bike,,13154,17/05/2023 17:42:52,17/05/2023 17:49:45,May,Wednesday,6,,Sheffield Ave & Kingsbury St,41.91,-87.68,41.910522,-87.653106,2226.248668,POINT(-87.68 41.91),POINT(-87.653106 41.910522),"LINESTRING(-87.68 41.91, -87.653106 41.910522)",oneway_trip
D3AC5779E62B45E3,member,electric_bike,,13154,10/06/2022 18:35:13,10/06/2022 18:56:01,June,Friday,20,,Sheffield Ave & Kingsbury St,41.95,-87.67,41.910522,-87.653106,4606.857612,POINT(-87.67 41.95),POINT(-87.653106 41.910522),"LINESTRING(-87.67 41.95, -87.653106 41.910522)",oneway_trip
7350FEEC64D4CCA1,member,electric_bike,,13154,06/10/2022 16:28:15,06/10/2022 16:40:25,October,Thursday,12,,Sheffield Ave & Kingsbury St,41.9,-87.63,41.910522,-87.653106,2241.724954,POINT(-87.63 41.9),POINT(-87.653106 41.910522),"LINESTRING(-87.63 41.9, -87.653106 41.910522)",oneway_trip
8321BDA87C4C2A3C,member,electric_bike,,13154,22/09/2022 18:29:41,22/09/2022 18:44:48,September,Thursday,15,,Sheffield Ave & Kingsbury St,41.9,-87.67,41.910522,-87.653106,1823.06376,POINT(-87.67 41.9),POINT(-87.653106 41.910522),"LINESTRING(-87.67 41.9, -87.653106 41.910522)",oneway_trip
3A2F8D7672570F33,member,electric_bike,,13154,30/07/2022 13:44:21,30/07/2022 14:00:54,July,Saturday,16,,Sheffield Ave & Kingsbury St,41.93,-87.68,41.910522,-87.653106,3105.189807,POINT(-87.68 41.93),POINT(-87.653106 41.910522),"LINESTRING(-87.68 41.93, -87.653106 41.910522)",oneway_trip
B8B00C370D07A7D9,casual,electric_bike,,13154,08/07/2022 22:09:43,08/07/2022 22:13:58,July,Friday,4,,Sheffield Ave & Kingsbury St,41.91,-87.66,41.910522,-87.653106,573.4271691,POINT(-87.66 41.91),POINT(-87.653106 41.910522),"LINESTRING(-87.66 41.91, -87.653106 41.910522)",oneway_trip
1F318FB259E38DED,member,electric_bike,,13154,23/02/2023 06:54:12,23/02/2023 07:04:38,February,Thursday,10,,Sheffield Ave & Kingsbury St,41.9,-87.68,41.910522,-87.653106,2514.453785,POINT(-87.68 41.9),POINT(-87.653106 41.910522),"LINESTRING(-87.68 41.9, -87.653106 41.910522)",oneway_trip
EE4E6BB1757FCD51,member,electric_bike,,13154,29/04/2023 06:50:05,29/04/2023 06:56:19,April,Saturday,6,,Sheffield Ave & Kingsbury St,41.92,-87.64,41.910522,-87.653106,1512.196108,POINT(-87.64 41.92),POINT(-87.653106 41.910522),"LINESTRING(-87.64 41.92, -87.653106 41.910522)",oneway_trip
705DCA5127BFFB38,member,electric_bike,,13154,02/05/2023 07:03:30,02/05/2023 07:10:05,May,Tuesday,6,,Sheffield Ave & Kingsbury St,41.92,-87.64,41.910522,-87.653106,1512.196108,POINT(-87.64 41.92),POINT(-87.653106 41.910522),"LINESTRING(-87.64 41.92, -87.653106 41.910522)",oneway_trip
4305075AEDB2B63E,casual,electric_bike,,13154,09/03/2023 11:53:23,09/03/2023 12:03:31,March,Thursday,10,,Sheffield Ave & Kingsbury St,41.93,-87.68,41.910522,-87.653106,3105.189807,POINT(-87.68 41.93),POINT(-87.653106 41.910522),"LINESTRING(-87.68 41.93, -87.653106 41.910522)",oneway_trip
5F3F2AC989D6AD7E,member,electric_bike,,13154,29/05/2023 12:07:12,29/05/2023 12:18:31,May,Monday,11,,Sheffield Ave & Kingsbury St,41.93,-87.68,41.910522,-87.653106,3105.189807,POINT(-87.68 41.93),POINT(-87.653106 41.910522),"LINESTRING(-87.68 41.93, -87.653106 41.910522)",oneway_trip
04581B84145C7468,member,electric_bike,,13154,17/06/2022 11:36:37,17/06/2022 11:47:20,June,Friday,10,,Sheffield Ave & Kingsbury St,41.9,-87.63,41.910522,-87.653106,2241.724954,POINT(-87.63 41.9),POINT(-87.653106 41.910522),"LINESTRING(-87.63 41.9, -87.653106 41.910522)",oneway_trip
98F04532CF59A63C,casual,electric_bike,,,27/02/2023 14:08:36,27/02/2023 14:11:46,February,Monday,3,,,42.06,-87.69,42.07,-87.69,1111.951012,POINT(-87.69 42.06),POINT(-87.69 42.07),"LINESTRING(-87.69 42.06, -87.69 42.07)",oneway_trip
E2DA465FDA621A63,casual,electric_bike,,20107,22/06/2022 13:25:51,22/06/2022 13:30:58,June,Wednesday,5,,Walden Pkwy & 100th St,41.72,-87.67,41.7121641,-87.66773343,891.391859,POINT(-87.67 41.72),POINT(-87.6677334308624 41.712164103598),"LINESTRING(-87.67 41.72, -87.6677334308624 41.712164103598)",oneway_trip
C1638B6FA396AF21,member,electric_bike,,,06/06/2022 15:00:41,06/06/2022 15:02:54,June,Monday,2,,,42.05,-87.69,42.04,-87.69,1111.951012,POINT(-87.69 42.05),POINT(-87.69 42.04),"LINESTRING(-87.69 42.05, -87.69 42.04)",oneway_trip
9076FB8FAEEDDCA4,member,electric_bike,,,02/06/2022 17:38:00,02/06/2022 17:42:42,June,Thursday,4,,,42.04,-87.68,42.04,-87.69,825.8210006,POINT(-87.68 42.04),POINT(-87.69 42.04),"LINESTRING(-87.68 42.04, -87.69 42.04)",oneway_trip
91994137D55BEE31,member,electric_bike,,,16/08/2022 17:58:33,16/08/2022 18:01:26,August,Tuesday,2,,,42.05,-87.69,42.04,-87.69,1111.951012,POINT(-87.69 42.05),POINT(-87.69 42.04),"LINESTRING(-87.69 42.05, -87.69 42.04)",oneway_trip
44AF80C34F03EAA4,casual,electric_bike,,,31/05/2023 17:58:06,31/05/2023 18:03:17,May,Wednesday,5,,,42.04,-87.68,42.04,-87.69,825.8210006,POINT(-87.68 42.04),POINT(-87.69 42.04),"LINESTRING(-87.68 42.04, -87.69 42.04)",oneway_trip
8AE3B8B4C6E613B4,member,electric_bike,,KA1503000027,11/07/2022 10:05:05,11/07/2022 10:09:11,July,Monday,4,,Prairie Ave & 43rd St,41.81,-87.61,41.81665889,-87.61941246,1075.523695,POINT(-87.61 41.81),POINT(-87.6194124619 41.81665889302),"LINESTRING(-87.61 41.81, -87.6194124619 41.81665889302)",oneway_trip
2E1FCBB640AC99ED,casual,electric_bike,,KA1503000027,23/11/2022 16:22:40,23/11/2022 16:35:53,November,Wednesday,13,,Prairie Ave & 43rd St,41.85,-87.62,41.81665889,-87.61941246,3707.687318,POINT(-87.62 41.85),POINT(-87.6194124619 41.81665889302),"LINESTRING(-87.62 41.85, -87.6194124619 41.81665889302)",oneway_trip
A44788758CC16D4C,member,electric_bike,,KA1503000027,21/09/2022 14:42:35,21/09/2022 14:59:03,September,Wednesday,16,,Prairie Ave & 43rd St,41.83,-87.62,41.81665889,-87.61941246,1484.264415,POINT(-87.62 41.83),POINT(-87.6194124619 41.81665889302),"LINESTRING(-87.62 41.83, -87.6194124619 41.81665889302)",oneway_trip
2AAEB240AD63CFE3,casual,electric_bike,,,21/08/2022 22:20:15,21/08/2022 22:23:12,August,Sunday,2,,,41.98,-87.69,41.98,-87.7,826.6003089,POINT(-87.69 41.98),POINT(-87.7 41.98),"LINESTRING(-87.69 41.98, -87.7 41.98)",oneway_trip
A88F14393FFDEB2F,casual,electric_bike,,,05/09/2022 16:12:09,05/09/2022 16:12:45,September,Monday,0,,,41.98,-87.7,41.98,-87.7,0,POINT(-87.7 41.98),POINT(-87.7 41.98),POINT(-87.7 41.98),oneway_trip
A84E2448F9AA3B96,member,electric_bike,,,22/11/2022 13:42:53,22/11/2022 13:49:57,November,Tuesday,7,,,41.98,-87.69,41.98,-87.7,826.6003089,POINT(-87.69 41.98),POINT(-87.7 41.98),"LINESTRING(-87.69 41.98, -87.7 41.98)",oneway_trip
798CB17403A0B3BC,member,electric_bike,,,26/08/2022 09:40:17,26/08/2022 09:40:26,August,Friday,0,,,41.98,-87.7,41.98,-87.7,0,POINT(-87.7 41.98),POINT(-87.7 41.98),POINT(-87.7 41.98),oneway_trip
9B73BEC2BA7E045A,member,electric_bike,,,13/04/2023 12:50:28,13/04/2023 12:50:33,April,Thursday,0,,,41.98,-87.7,41.98,-87.7,0,POINT(-87.7 41.98),POINT(-87.7 41.98),POINT(-87.7 41.98),oneway_trip
4BC8336A58340983,member,electric_bike,,,13/02/2023 16:26:51,13/02/2023 16:29:39,February,Monday,2,,,41.98,-87.69,41.98,-87.7,826.6003089,POINT(-87.69 41.98),POINT(-87.7 41.98),"LINESTRING(-87.69 41.98, -87.7 41.98)",oneway_trip
D252BF36A11D7181,member,electric_bike,,,21/04/2023 15:00:48,21/04/2023 15:02:58,April,Friday,2,,,41.98,-87.7,41.98,-87.7,0,POINT(-87.7 41.98),POINT(-87.7 41.98),POINT(-87.7 41.98),round_trip
6A0350ECA2500AAC,casual,electric_bike,,460,05/05/2023 18:15:20,05/05/2023 18:19:17,May,Friday,3,,Francisco Ave & Hollywood Ave,41.98,-87.7,41.98,-87.7,0,POINT(-87.7 41.98),POINT(-87.7 41.98),POINT(-87.7 41.98),round_trip
CF675EF5CF867DBE,member,electric_bike,,,28/06/2022 03:28:47,28/06/2022 03:30:29,June,Tuesday,1,,,41.98,-87.7,41.98,-87.7,0,POINT(-87.7 41.98),POINT(-87.7 41.98),POINT(-87.7 41.98),round_trip
E3606D3874620EEF,member,electric_bike,,,13/04/2023 23:34:46,13/04/2023 23:42:56,April,Thursday,8,,,41.98,-87.7,41.98,-87.7,0,POINT(-87.7 41.98),POINT(-87.7 41.98),POINT(-87.7 41.98),round_trip
4A7793D4D1E98FDA,member,electric_bike,,,30/07/2022 07:24:30,30/07/2022 07:26:29,July,Saturday,1,,,41.98,-87.7,41.98,-87.7,0,POINT(-87.7 41.98),POINT(-87.7 41.98),POINT(-87.7 41.98),round_trip
B56E71BA18B22F37,member,electric_bike,,,18/06/2022 06:27:56,18/06/2022 06:30:03,June,Saturday,2,,,41.98,-87.7,41.98,-87.7,0,POINT(-87.7 41.98),POINT(-87.7 41.98),POINT(-87.7 41.98),round_trip
35054F57597AF285,member,electric_bike,,441,27/11/2022 19:19:13,27/11/2022 19:25:32,November,Sunday,6,,Virginia Ave & Catalpa Ave,41.99,-87.71,41.98,-87.7,1385.494791,POINT(-87.71 41.99),POINT(-87.7 41.98),"LINESTRING(-87.71 41.99, -87.7 41.98)",oneway_trip
A8E9CAD4F7530682,casual,electric_bike,,15442,17/08/2022 16:32:53,17/08/2022 16:37:11,August,Wednesday,4,,Ashland Ave & Archer Ave,41.84,-87.65,41.83920868,-87.66560986,1296.14251,POINT(-87.65 41.84),POINT(-87.6656098589 41.83920868403),"LINESTRING(-87.65 41.84, -87.6656098589 41.83920868403)",oneway_trip
A7BB289AA83FE7EB,member,electric_bike,,15442,05/08/2022 20:16:45,05/08/2022 20:26:59,August,Friday,10,,Ashland Ave & Archer Ave,41.86,-87.65,41.83920868,-87.66560986,2648.880373,POINT(-87.65 41.86),POINT(-87.6656098589 41.83920868403),"LINESTRING(-87.65 41.86, -87.6656098589 41.83920868403)",oneway_trip
4981DA13B6745544,member,electric_bike,,15442,17/09/2022 08:27:31,17/09/2022 08:42:32,September,Saturday,15,,Ashland Ave & Archer Ave,41.81,-87.66,41.83920868,-87.66560986,3280.958467,POINT(-87.66 41.81),POINT(-87.6656098589 41.83920868403),"LINESTRING(-87.66 41.81, -87.6656098589 41.83920868403)",oneway_trip
F6EFC1B412ECF66D,member,electric_bike,,15442,17/01/2023 07:13:59,17/01/2023 07:18:52,January,Tuesday,4,,Ashland Ave & Archer Ave,41.83,-87.65,41.83920868,-87.66560986,1649.545271,POINT(-87.65 41.83),POINT(-87.6656098589 41.83920868403),"LINESTRING(-87.65 41.83, -87.6656098589 41.83920868403)",oneway_trip
18BCB04B7AB83BC6,casual,electric_bike,,15442,14/05/2023 08:12:51,14/05/2023 08:17:24,May,Sunday,4,,Ashland Ave & Archer Ave,41.84,-87.67,41.83920868,-87.66560986,374.1810061,POINT(-87.67 41.84),POINT(-87.6656098589 41.83920868403),"LINESTRING(-87.67 41.84, -87.6656098589 41.83920868403)",oneway_trip
8B539F647E51A299,member,electric_bike,,,09/11/2022 17:27:02,09/11/2022 17:37:11,November,Wednesday,10,,,41.87,-87.66,41.87,-87.65,828.0266859,POINT(-87.66 41.87),POINT(-87.65 41.87),"LINESTRING(-87.66 41.87, -87.65 41.87)",oneway_trip
9E7CE4957319BCD7,member,electric_bike,,,12/10/2022 09:43:56,12/10/2022 09:49:19,October,Wednesday,5,,,41.87,-87.66,41.87,-87.65,828.0266859,POINT(-87.66 41.87),POINT(-87.65 41.87),"LINESTRING(-87.66 41.87, -87.65 41.87)",oneway_trip
54B0EDC0A9D6030C,member,electric_bike,,,07/08/2022 12:04:39,07/08/2022 12:20:24,August,Sunday,15,,,41.84,-87.62,41.87,-87.65,4159.502915,POINT(-87.62 41.84),POINT(-87.65 41.87),"LINESTRING(-87.62 41.84, -87.65 41.87)",oneway_trip
0762EDC384940ED5,casual,electric_bike,,,11/03/2023 19:18:50,11/03/2023 19:32:28,March,Saturday,13,,,41.83,-87.64,41.87,-87.65,4524.26988,POINT(-87.64 41.83),POINT(-87.65 41.87),"LINESTRING(-87.64 41.83, -87.65 41.87)",oneway_trip
4CB8280F5D00382B,member,electric_bike,,,03/05/2023 13:00:56,03/05/2023 13:06:10,May,Wednesday,5,,,41.86,-87.65,41.87,-87.65,1111.951012,POINT(-87.65 41.86),POINT(-87.65 41.87),"LINESTRING(-87.65 41.86, -87.65 41.87)",oneway_trip
7C5B1A3B4A0F61D2,member,electric_bike,,,30/09/2022 21:39:17,30/09/2022 21:45:13,September,Friday,5,,,41.87,-87.67,41.87,-87.65,1656.053369,POINT(-87.67 41.87),POINT(-87.65 41.87),"LINESTRING(-87.67 41.87, -87.65 41.87)",oneway_trip
FCA597D4317CF630,casual,electric_bike,,,21/09/2022 09:52:49,21/09/2022 09:55:39,September,Wednesday,2,,,41.87,-87.65,41.87,-87.65,0,POINT(-87.65 41.87),POINT(-87.65 41.87),POINT(-87.65 41.87),round_trip
BCEB7DA7F1A32623,casual,electric_bike,,,09/10/2022 11:02:05,09/10/2022 11:09:14,October,Sunday,7,,,41.87,-87.64,41.87,-87.65,828.0266859,POINT(-87.64 41.87),POINT(-87.65 41.87),"LINESTRING(-87.64 41.87, -87.65 41.87)",oneway_trip
A0EAC8FD80F5E738,member,electric_bike,,,26/09/2022 16:57:16,26/09/2022 16:57:31,September,Monday,0,,,41.87,-87.65,41.87,-87.65,0,POINT(-87.65 41.87),POINT(-87.65 41.87),POINT(-87.65 41.87),oneway_trip
38D2310D70CD2183,casual,electric_bike,,,15/09/2022 19:20:50,15/09/2022 19:25:03,September,Thursday,4,,,41.88,-87.65,41.87,-87.65,1111.951012,POINT(-87.65 41.88),POINT(-87.65 41.87),"LINESTRING(-87.65 41.88, -87.65 41.87)",oneway_trip
E56884FDEA5C3C2A,member,electric_bike,,,27/09/2022 09:27:52,27/09/2022 09:47:40,September,Tuesday,19,,,41.92,-87.64,41.87,-87.65,5621.029092,POINT(-87.64 41.92),POINT(-87.65 41.87),"LINESTRING(-87.64 41.92, -87.65 41.87)",oneway_trip
F2158A11E8F3B13C,member,electric_bike,,,12/09/2022 11:52:16,12/09/2022 12:07:57,September,Monday,15,,,41.89,-87.63,41.87,-87.65,2772.615158,POINT(-87.63 41.89),POINT(-87.65 41.87),"LINESTRING(-87.63 41.89, -87.65 41.87)",oneway_trip
186EFBCFF6766979,member,electric_bike,,,27/02/2023 15:06:54,27/02/2023 15:11:08,February,Monday,4,,,41.87,-87.65,41.87,-87.65,0,POINT(-87.65 41.87),POINT(-87.65 41.87),POINT(-87.65 41.87),round_trip
7DA3A3AE034C7080,member,electric_bike,,,08/09/2022 13:39:38,08/09/2022 13:45:07,September,Thursday,5,,,41.87,-87.66,41.87,-87.65,828.0266859,POINT(-87.66 41.87),POINT(-87.65 41.87),"LINESTRING(-87.66 41.87, -87.65 41.87)",oneway_trip
769B6D02D18D0030,member,electric_bike,,,19/07/2022 13:46:39,19/07/2022 13:51:47,July,Tuesday,5,,,41.87,-87.66,41.87,-87.65,828.0266859,POINT(-87.66 41.87),POINT(-87.65 41.87),"LINESTRING(-87.66 41.87, -87.65 41.87)",oneway_trip
44B8AA988C16A11C,casual,electric_bike,,,09/10/2022 10:05:25,09/10/2022 10:05:51,October,Sunday,0,,,41.87,-87.65,41.87,-87.65,0,POINT(-87.65 41.87),POINT(-87.65 41.87),POINT(-87.65 41.87),oneway_trip
FA28D9FBF99B30CA,member,electric_bike,,,26/02/2023 16:47:35,26/02/2023 16:48:09,February,Sunday,0,,,41.87,-87.65,41.87,-87.65,0,POINT(-87.65 41.87),POINT(-87.65 41.87),POINT(-87.65 41.87),oneway_trip
3F3A5FC1F4865A09,member,electric_bike,,,06/10/2022 13:54:37,06/10/2022 14:06:36,October,Thursday,11,,,41.87,-87.69,41.87,-87.65,3312.106715,POINT(-87.69 41.87),POINT(-87.65 41.87),"LINESTRING(-87.69 41.87, -87.65 41.87)",oneway_trip
C08CB2BF5886223F,member,electric_bike,,,22/08/2022 14:56:01,22/08/2022 15:36:00,August,Monday,39,,,41.97,-87.65,41.87,-87.65,11119.51012,POINT(-87.65 41.97),POINT(-87.65 41.87),"LINESTRING(-87.65 41.97, -87.65 41.87)",oneway_trip
1728C4222D329DCF,member,electric_bike,,,01/03/2023 10:33:08,01/03/2023 10:35:49,March,Wednesday,2,,,41.87,-87.66,41.87,-87.65,828.0266859,POINT(-87.66 41.87),POINT(-87.65 41.87),"LINESTRING(-87.66 41.87, -87.65 41.87)",oneway_trip
5AD438FAC1C08875,member,electric_bike,,,24/08/2022 21:32:19,24/08/2022 21:49:21,August,Wednesday,17,,,41.87,-87.68,41.87,-87.65,2484.080046,POINT(-87.68 41.87),POINT(-87.65 41.87),"LINESTRING(-87.68 41.87, -87.65 41.87)",oneway_trip
4B50FAB6DDF882C8,member,electric_bike,,,26/04/2023 13:02:56,26/04/2023 13:08:17,April,Wednesday,5,,,41.87,-87.66,41.87,-87.65,828.0266859,POINT(-87.66 41.87),POINT(-87.65 41.87),"LINESTRING(-87.66 41.87, -87.65 41.87)",oneway_trip
913E9CA2C071D124,member,electric_bike,,,01/03/2023 11:51:34,01/03/2023 12:04:12,March,Wednesday,12,,,41.87,-87.68,41.87,-87.65,2484.080046,POINT(-87.68 41.87),POINT(-87.65 41.87),"LINESTRING(-87.68 41.87, -87.65 41.87)",oneway_trip
8E8FABBF515AD694,member,electric_bike,,,15/09/2022 14:06:46,15/09/2022 14:16:50,September,Thursday,10,,,41.91,-87.65,41.87,-87.65,4447.804047,POINT(-87.65 41.91),POINT(-87.65 41.87),"LINESTRING(-87.65 41.91, -87.65 41.87)",oneway_trip
7B51C8A9CC147BFD,member,electric_bike,,,26/04/2023 23:53:45,26/04/2023 23:56:55,April,Wednesday,3,,,41.88,-87.65,41.87,-87.65,1111.951012,POINT(-87.65 41.88),POINT(-87.65 41.87),"LINESTRING(-87.65 41.88, -87.65 41.87)",oneway_trip
